Rank	Priority	Opportunity Score	Market	Country	Business / Property	Lead Type	Category	Address	Public Business Phone	Shared Phone Count	Rating	Reviews	Portfolio Potential	Suggested First Pitch	Maps Lookup	Enrichment Search	Source Ref	Harvested	Status	Notes	Official Website	Public Email	Contact Page	Instagram	Facebook	WhatsApp	Portfolio / Listing URL	Resolved Operator / Parent	Portfolio Signal	Primary Outreach Route	Enrichment Confidence	Enrichment Status	Enrichment Source URLs	Enrichment Notes	Column 36
6641	B	78	Cedar City	USA	ERA Realty Center - Property Management		property_management	165 N 200 W, Cedar City, UT	14358671136	1			High				overture:94d7705d-c689-4ec3-ae18-584e021f4d9b	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.acedarcityrental.com/	erapm.cedarcity@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=94d7705d-c689-4ec3-ae18-584e021f4d9b		
6642	A	91	Θινάλιο	Greece	AcharaviVillas		hotel	Acharavi, Θινάλιο	306945885754	1			High				overture:b16ce661-506b-4851-b0d1-823e0232bf5f	2026-08-15	New		http://www.acharavivillas.com/	acharavivillas@hotmail.com									High	Verified	https://explore.overturemaps.org/#id=b16ce661-506b-4851-b0d1-823e0232bf5f		
6643	A	88	Westport	Ireland	Achill Shore View Self Catering Holiday Home		holiday_rental_home	The Points, Sraheens, Westport	353866019600	1			High				overture:75e5b67e-7a5a-4212-a2f4-6fd6b28b5fee	2026-08-15	New		http://www.achillshoreview.com/	achillshoreview@gmail.com									High	Verified	https://explore.overturemaps.org/#id=75e5b67e-7a5a-4212-a2f4-6fd6b28b5fee		
6644	B	78	Grass Valley	USA	ACM Property Management		property_management	175 Joerschke Dr, Grass Valley, CA	15306137042	1			High				overture:2909b468-c1d7-43dd-bc3b-030d707bf7e2	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://ACMRents.com/	acmpropertiesca@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=2909b468-c1d7-43dd-bc3b-030d707bf7e2		
6645	B	78	Greensboro	USA	Acorn + Oak Property Management		property_management	510 Summit Ave, Greensboro, NC	13364430199	1			High				overture:81f8f647-7c58-4385-89a7-26e635e67ed6	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://triad.acorn-oak.com/about-us	jsampson@acorn-oak.com		https://www.instagram.com/acorn_oak_pm/							Medium	Recall-first	https://explore.overturemaps.org/#id=81f8f647-7c58-4385-89a7-26e635e67ed6		
6646	A	91	Ελλομένο	Greece	Acqua Di Mare Beachfront Villas, Lefkada, Greece		hotel	Lefkada Island, Ελλομένο	306979284333	1			High				overture:a9488056-d47e-48ed-97da-5eead5af6ab8	2026-08-15	New		http://www.acquadimare.gr/	acquadimare@outlook.com									High	Verified	https://explore.overturemaps.org/#id=a9488056-d47e-48ed-97da-5eead5af6ab8		
6647	A	91	Κόρινθος	Greece	Acro Upscale Residences		hotel_supply_service	Πηγάσου 7, Αρχαία Κόρινθος, Κόρινθος	302741031907	1			High				overture:3a08cb07-d05c-4301-a4b9-0d57adcb1f07	2026-08-15	New		http://www.acro-residences.com/	info@acro-residences.com		https://www.instagram.com/acro.upscale.residences/							High	Verified	https://explore.overturemaps.org/#id=3a08cb07-d05c-4301-a4b9-0d57adcb1f07		
6648	A	91	Θήρα	Greece	Acrothea Suites and Villas		hotel	Θήρα	306974759940	1			High				overture:fe58ad70-0fde-4fd9-9cfa-e07070ba89bd	2026-08-15	New		http://www.acrothea.gr/	info@acrothea.gr		https://www.instagram.com/acrothea_/							High	Verified	https://explore.overturemaps.org/#id=fe58ad70-0fde-4fd9-9cfa-e07070ba89bd		
6649	B	78	Burlingame	USA	Action Residential Mortgage & Property Management		mortgage_broker	1466 Bellevue Ave, Burlingame, CA	16508644966	1			High				overture:a3f3dd85-1d22-4b1e-86dd-f569192d33a8	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://actionmortgage.com/	rich.young@actionmortgage.com									Medium	Recall-first	https://explore.overturemaps.org/#id=a3f3dd85-1d22-4b1e-86dd-f569192d33a8		
6650	A	91	Southampton	United Kingdom	Alpine Snowsports Southampton		ski_resort	Southampton, ENG	442380790970	1			High				overture:88eba611-d13c-4b65-9dcc-90bfcba7dbf0	2026-08-15	New		http://www.activenation.org.uk	snowsports.southampton@activenation.org.uk		https://www.instagram.com/activenationuk/							High	Verified	https://explore.overturemaps.org/#id=88eba611-d13c-4b65-9dcc-90bfcba7dbf0		
6651	B	78	Fresno	USA	Adanalian Property Management		property_management	7636 N Ingram Ave, Fresno, CA	15594397368	1			High				overture:dc548ae5-13cb-4ae5-accb-084e69af7cb2	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.adanalian.com	info@adanalian.com									Medium	Recall-first	https://explore.overturemaps.org/#id=dc548ae5-13cb-4ae5-accb-084e69af7cb2		
6652	A	91	Kuşadası	Greece	Adavillas		hotel	Kadınlar Denizi Caddesi 18, Kuşadası	905321551016	1			High				overture:f8850831-ee78-4d26-b88e-2f192266251d	2026-08-15	New		http://www.adavillas.com/	info@adavillas.com		https://www.instagram.com/adavillaskusadasi/							High	Verified	https://explore.overturemaps.org/#id=f8850831-ee78-4d26-b88e-2f192266251d		
6653	A	91	Postire	Italy	Holiday home Marina		hotel	Veli brig, Postire	385911658603	1			High				overture:dcce4e93-f990-49f1-aa35-434663922164	2026-08-15	New		https://www.adriagate.com/Croatia-en/Accommodation-21071	kucazaodmor12@gmail.com		https://www.instagram.com/adriagate/							High	Verified	https://explore.overturemaps.org/#id=dcce4e93-f990-49f1-aa35-434663922164		
6654	A	91	Μήλος	Greece	Adriana Luxury Villas		hotel	Parasporos, Μήλος	306949564706	1			High				overture:66710bb3-c03a-4258-b8a9-01d653c33feb	2026-08-15	New		http://adrianaluxuryvillas.com/	george@adrianaluxuryvillas.com		https://www.instagram.com/adriana_luxuryvillas/							High	Verified	https://explore.overturemaps.org/#id=66710bb3-c03a-4258-b8a9-01d653c33feb		
6655	B	78	Shoreham-by-Sea	United Kingdom	Adur Property Management		property_management	27 Anchor Close, Shoreham-by-Sea, ENG	441273252526	1			High				overture:4599014c-52bc-4cd4-80f5-3183e864f5cf	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.adurproperty.net/	info@adurproperty.net									Medium	Recall-first	https://explore.overturemaps.org/#id=4599014c-52bc-4cd4-80f5-3183e864f5cf		
6656	B	78	McDonough	USA	Advantage Property Management		property_management	4295 Jodeco Rd, McDonough, GA	16786048500	1			High				overture:4c3ce42c-0939-47fa-831c-932191c204b3	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.advantage4rent.com/	jon@advantage4rent.com									Medium	Recall-first	https://explore.overturemaps.org/#id=4c3ce42c-0939-47fa-831c-932191c204b3		
6657	B	78	Eagle River	USA	Adventure Realty & Property Management Inc.		real_estate_service	872 US-45, Eagle River, WI	17158915464	1			High				overture:f1652462-581a-4b62-8d2d-afdea81cc17b	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.adventure-rentals.com/	creid552@gmail.com		https://www.instagram.com/redbubble/							Medium	Recall-first	https://explore.overturemaps.org/#id=f1652462-581a-4b62-8d2d-afdea81cc17b		
6658	A	91	Κάρπαθος	Greece	Aegean Village Beachfront Resort		hotel	Ammoopi, Κάρπαθος	302245081194	1			High				overture:439cdca3-6295-4a9b-9cc9-659155333845	2026-08-15	New		http://aegeanvillage.gr/	reservations@aegeanvillage.gr									High	Verified	https://explore.overturemaps.org/#id=439cdca3-6295-4a9b-9cc9-659155333845		
6659	A	88	Linariá	Greece	Aelia Collection Villa		holiday_rental_home	Skyros, Linariá	306932637848	1			High				overture:819bdad7-3e73-4143-a7a5-86005266a09b	2026-08-15	New		https://villa.aelia-suites.gr/	info@aelia-suites.gr									High	Verified	https://explore.overturemaps.org/#id=819bdad7-3e73-4143-a7a5-86005266a09b		
6660	A	91	Περιφέρεια Νοτίου Αιγαίου	Greece	Aenaon Villas		hotel	Ημεροβίγλι, Περιφέρεια Νοτίου Αιγαίου	302286027014	1			High				overture:7d64952b-99c0-487c-a2f3-d0d137553a6e	2026-08-15	New		http://www.aenaonvillas.gr	info@aenaonvillas.gr		https://www.instagram.com/aenaonvillassantorini/							High	Verified	https://explore.overturemaps.org/#id=7d64952b-99c0-487c-a2f3-d0d137553a6e		
6661	A	91	Κάρυστος	Greece	Aeolia Villas		hotel	Αλυκές Μπουρος, Κάρυστος	306976615488	1			High				overture:39f1faac-f02c-4a48-b43a-e3547a3009d7	2026-08-15	New		http://www.aeoliavillas.gr/	info@aeoliavillas.gr									High	Verified	https://explore.overturemaps.org/#id=39f1faac-f02c-4a48-b43a-e3547a3009d7		
6662	A	91	Πάρος	Greece	Aequora Villas		hotel	Πάρος	306946124397	1			High				overture:113cf744-465d-418f-bdcb-aee0c6d5f497	2026-08-15	New		https://aequora-villas.com/	ermioni@aequora-villas.com		https://www.instagram.com/aequora_villas_paros/							High	Verified	https://explore.overturemaps.org/#id=113cf744-465d-418f-bdcb-aee0c6d5f497		
6663	A	91	Prínos	Greece	Aeri Villas		hotel	Thassos, Prínos	302593061426	1			High				overture:48224e74-98b8-454c-8c0b-78bfb703e5d9	2026-08-15	New		http://www.aeriapartments.com/	aeriapartments@gmail.com									High	Verified	https://explore.overturemaps.org/#id=48224e74-98b8-454c-8c0b-78bfb703e5d9		
6664	A	91	Νάξος	Greece	Aerides Villas Naxos		hotel	Agios Arsenios, Νάξος	306976418241	1			High				overture:ce821b47-509b-4faf-a164-3980be59cb0e	2026-08-15	New		http://www.aeridesvillas.com/naxos-villa-reservations.html	info@aeridesvillas.com									High	Verified	https://explore.overturemaps.org/#id=ce821b47-509b-4faf-a164-3980be59cb0e		
6665	A	91	Λευκάδα	Greece	Aeriko Villas		hotel	Ag.Ioannis, Λευκάδα	41782676771	1			High				overture:856ebb7c-0691-42a0-8897-f4a2978eceb5	2026-08-15	New		http://www.aeriko-villas.gr/	info@aeriko-villas.gr		https://www.instagram.com/aerikovillaslefkada/							High	Verified	https://explore.overturemaps.org/#id=856ebb7c-0691-42a0-8897-f4a2978eceb5		
6666	A	91	Παλλήνη	Greece	Aestas Beach Villa		resort	Παλλήνη		1			High				overture:6e667d8e-7d6f-4cd7-995d-c36283edf389	2026-08-15	New		http://aestasbeachvilla.com/	info@aestasbeachvilla.com		https://www.instagram.com/aestas_beach_villa/							High	Verified	https://explore.overturemaps.org/#id=6e667d8e-7d6f-4cd7-995d-c36283edf389		
6667	B	78	Strongsville	USA	Afiwi Property Management		property_management	10883 Pearl Rd, Strongsville, OH	17544001020	1			High				overture:ef63bbb8-860c-4f20-bd37-4e3fa78dd17d	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://AfiwiCapital.com/	support@afiwicapital.com									Medium	Recall-first	https://explore.overturemaps.org/#id=ef63bbb8-860c-4f20-bd37-4e3fa78dd17d		
6668	A	91	Δήμος Νεστορίου	Greece	Afkos Grammos Boutique Hotel Resort		hotel	Αγίου Δημητρίου 10, Δήμος Νεστορίου	302467031534	1			High				overture:fe06856e-c837-4e7e-ae3a-91ba3ddcba68	2026-08-15	New		http://www.afkosgrammoshotel.gr/	info@afkosgrammoshotel.gr									High	Verified	https://explore.overturemaps.org/#id=fe06856e-c837-4e7e-ae3a-91ba3ddcba68		
6669	A	91	Θήρα	Greece	Agapi Villas Santorini		hotel	Φηρά, Θήρα	302286024575	1			High				overture:bba61581-2268-40dd-95fa-62f040e33cbd	2026-08-15	New		http://www.agapivillas.gr/	info@agapivillas.gr									High	Verified	https://explore.overturemaps.org/#id=bba61581-2268-40dd-95fa-62f040e33cbd		
6670	B	78	Monterey	USA	A. G. Davi Property Management		property_management	484 Washington St, Monterey, CA	18313732222	1			High				overture:251bf24e-830b-4de9-83b3-71d049eed9b1	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.agdavi.com/	reception@agdavi.com									Medium	Recall-first	https://explore.overturemaps.org/#id=251bf24e-830b-4de9-83b3-71d049eed9b1		
6671	A	91	Σκιάθος	Greece	Agia Kali Villas		hotel	Unnamed Road, Σκιάθος	306978184423	1			High				overture:3b8eda67-bd56-42e7-a306-d397980e8ec3	2026-08-15	New		http://www.agiakalivillas.gr/	info@agiakalivillas.gr		https://www.instagram.com/agiakalivillas/							High	Verified	https://explore.overturemaps.org/#id=3b8eda67-bd56-42e7-a306-d397980e8ec3		
6672	A	91	Άγιος Νικόλαος	Greece	Agios Nikolaos Beach Villas		resort	Almyros Beach, Postbox 56, Άγιος Νικόλαος	306938272425	1			High				overture:a76860ee-2798-4669-81e2-8fd39489bf20	2026-08-15	New		http://www.agiosnikolaosvillas.com/	agiosnikolaosbeachvilla@gmail.com		https://www.instagram.com/agiosnikolaosbeachvilla/							High	Verified	https://explore.overturemaps.org/#id=a76860ee-2798-4669-81e2-8fd39489bf20		
6673	A	91	Μύκονος	Greece	AGL Luxury Villas Mykonos		hotel	Agios Lazaros, Μύκονος	302128063333	1			High				overture:94e0b69d-6bb6-4ef7-bc6c-67bead73dda8	2026-08-15	New		http://www.aglluxuryvillas.com/	reservations@aglluxuryvillas.com		https://www.instagram.com/aglluxuryvillas/							High	Verified	https://explore.overturemaps.org/#id=94e0b69d-6bb6-4ef7-bc6c-67bead73dda8		
6674	B	78	Limerick	Ireland	Anthony Galvin Property Management		real_estate_service	22 Meadow Lawn, Limerick	353876237877	1			High				overture:62bec28a-b47d-488e-a42a-1c1579626c9d	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.agpm.ie/	info@agpm.ie									Medium	Recall-first	https://explore.overturemaps.org/#id=62bec28a-b47d-488e-a42a-1c1579626c9d		
6675	A	91	Εξωμβούργο	Greece	Αγρέλια - Agrelia Seafront Residences		hotel	Agios Romanos, Εξωμβούργο	306986975778	1			High				overture:6bb8c15c-475a-456f-bd68-458303a4df1e	2026-08-15	New		http://www.agrelia.gr/	info@agrelia.gr		https://www.instagram.com/agrelia_seafront_residences/							High	Verified	https://explore.overturemaps.org/#id=6bb8c15c-475a-456f-bd68-458303a4df1e		
6676	A	88	Λευκάδα	Greece	Agrikies Villas Lefkada		holiday_rental_home	Agios Ioannis, Λευκάδα	41782321409	1			High				overture:7ff87d0d-7b44-4ac8-8b14-6066663355b9	2026-08-15	New		http://www.agrikies.com/	info@agrikies.com		https://www.instagram.com/agrikiesvillaslefkada/							High	Verified	https://explore.overturemaps.org/#id=7ff87d0d-7b44-4ac8-8b14-6066663355b9		
6677	A	91	Λευκάδα	Greece	Agrilides Villas		hotel	Agia Marina, Λευκάδα	306979912960	1			High				overture:62b863e1-07af-4688-8b75-b58ee81a819a	2026-08-15	New		http://www.agrilidesvillas.gr/	agrilides@gmail.com									High	Verified	https://explore.overturemaps.org/#id=62b863e1-07af-4688-8b75-b58ee81a819a		
6678	B	78	Marietta	USA	247 Property Management, LLC		property_management	2940 Johnson Ferry Rd, Marietta, GA	14703480682	1			High				overture:d1c699c4-dd3b-4131-9ad9-323f429afec8	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://agsquaredcompanyllc.com/	agsquaredpmllc@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=d1c699c4-dd3b-4131-9ad9-323f429afec8		
6679	A	91	Αρκάδιοι	Greece	Aguacate Villas - Tsilivi Zakynthos		hotel	tsilivi planos, Αρκάδιοι	306979697112	1			High				overture:99b2c88a-7948-4e7e-9ca7-7f1256326c83	2026-08-15	New		https://www.aguacatevillas.gr/	contact@aguacatevillas.gr		https://www.instagram.com/Aguacate.Villas/							High	Verified	https://explore.overturemaps.org/#id=99b2c88a-7948-4e7e-9ca7-7f1256326c83		
6680	A	91	Γούβες	Greece	Aida Luxury Villas		hotel	Aida Luxury Villas, Analipsi, Crete, Γούβες	306945493480	1			High				overture:e8e265e1-bd9d-4081-bdb9-a010aa8f770c	2026-08-15	New		https://aidaluxuryvillas.gr/	info@aidaluxuryvillas.gr		https://www.instagram.com/aidaluxuryvillas/							High	Verified	https://explore.overturemaps.org/#id=e8e265e1-bd9d-4081-bdb9-a010aa8f770c		
6681	B	78	Farmington Hills	USA	AIJ Property Management		property_management	27600 Farmington Rd, Farmington Hills, MI	12488011031	1			High				overture:3642bdba-51c3-4fef-9345-6936a889ee2d	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.aijpropertymanagement.com/	info@aijpropertymanagement.com		https://www.instagram.com/aijpropertymanagement/							Medium	Recall-first	https://explore.overturemaps.org/#id=3642bdba-51c3-4fef-9345-6936a889ee2d		
6682	A	91	Rhosneigr	United Kingdom	Ton-y-Môr holiday rental Rhosneigr		hotel	1 Beach Terrace, Rhosneigr, WLS	441407811132	1			High				overture:a7657a32-e2da-401e-8fc0-e366e011722c	2026-08-15	New		https://www.airbnb.co.uk/rooms/27505425?location=Rhosneigr&source_impression_id=p3_1598203018_FmMDjK7dHIFOQOp3	ton_y_mor@yahoo.com		https://www.instagram.com/airbnb/							High	Verified	https://explore.overturemaps.org/#id=a7657a32-e2da-401e-8fc0-e366e011722c		
6683	A	91	London	United Kingdom	London Holiday Rental Properties		hotel	34 Northdown Street, London, ENG	447941660763	1			High				overture:30ab7ade-c8da-431a-bd9f-0b6edcb7b648	2026-08-15	New		https://www.airbnb.fr/rooms/13051741?preview	debbie.dwek@gmail.com									High	Verified	https://explore.overturemaps.org/#id=30ab7ade-c8da-431a-bd9f-0b6edcb7b648		
6684	A	91	Κοινότητα Αγίας Γαλήνης	Greece	ELIA Boutique Villas		resort	Thesi Sopata, Κοινότητα Αγίας Γαλήνης	306971934016	1			High				overture:dabc2042-b195-4aa0-8764-4f52e8bf1735	2026-08-15	New		https://www.airbnb.gr/rooms/570679355159493700?guests=1&adults=1&s=67&unique_share_id=1b378532-02c8-48f4-872f-741c0a0c574d	eliaboutiquevillas@gmail.com									High	Verified	https://explore.overturemaps.org/#id=dabc2042-b195-4aa0-8764-4f52e8bf1735		
6685	B	78	London	United Kingdom	Air Peace of Mind | Property Management London		property_management	533 Kings Road, London, ENG	442038659109	1			High				overture:b0268c2d-311b-4bd6-a9c7-ee2011937ac3	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.airpeaceofmind.com/	enquiries@airpeaceofmind.com		https://www.instagram.com/airpeaceofmind/							Medium	Recall-first	https://explore.overturemaps.org/#id=b0268c2d-311b-4bd6-a9c7-ee2011937ac3		
6686	A	91	Αρκάδιοι	Greece	Akea Villas		hotel	Αρκάδιοι	306982866826	1			High				overture:cbb97b9f-15a7-4fb7-9d57-b42e01515ba2	2026-08-15	New		http://akeavillas.gr/	info@akeavillas.gr									High	Verified	https://explore.overturemaps.org/#id=cbb97b9f-15a7-4fb7-9d57-b42e01515ba2		
6687	A	91	Ζάκυνθος	Greece	Akemi Luxury Villa		hotel	Tsilivi, Ζάκυνθος	306948879395	1			High				overture:a8d9e00c-27a5-48b9-b66d-f7f0f6868b77	2026-08-15	New		http://www.akemivilla.com/	info@akemivilla.com									High	Verified	https://explore.overturemaps.org/#id=a8d9e00c-27a5-48b9-b66d-f7f0f6868b77		
6688	A	91	Σιθωνία	Greece	Aktieliavillas		hotel	Elia Beach, Sithonia, Halkidiki, Greece, Σιθωνία	306974494734	1			High				overture:c3edd8df-a889-4e99-a7be-d90f290f1f5f	2026-08-15	New		https://aktieliavillas.gr/	book@aktieliavillas.gr		https://www.instagram.com/aktieliavillas/							High	Verified	https://explore.overturemaps.org/#id=c3edd8df-a889-4e99-a7be-d90f290f1f5f		
6689	A	91	Κασσάνδρα	Greece	Alessandra Luxury Villas		hotel	Κασσάνδρα	306936119567	1			High				overture:c2aa574a-1ae6-436c-a92c-cfcc55ba2373	2026-08-15	New		https://alessandra.aktis.villas/	info@aktis.villas									High	Verified	https://explore.overturemaps.org/#id=c2aa574a-1ae6-436c-a92c-cfcc55ba2373		
6690	B	78	Alamosa	USA	Century Property Management and Sales		property_management	823 Main St, Alamosa, CO	17195895744	1			High				overture:3eeea683-2ad8-46f1-8033-2b1eb238a6a1	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.alamosarentals.com	info@alamosarentals.com									Medium	Recall-first	https://explore.overturemaps.org/#id=3eeea683-2ad8-46f1-8033-2b1eb238a6a1		
6691	B	78	Charlotte	USA	Alarca Property Management		property_management	2015 Ayrsley Town Blvd, Charlotte, NC	17049003354	1			High				overture:08d71ad0-dbd1-4f06-8efd-e34219702bab	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.alarca.com/	info@alarca.com									Medium	Recall-first	https://explore.overturemaps.org/#id=08d71ad0-dbd1-4f06-8efd-e34219702bab		
6692	A	91	Ρόδος	Greece	Albatross villas		hotel	Gennadi, Ρόδος	306979867319	1			High				overture:75a589c7-0e2d-44f1-a766-06a69ce3374a	2026-08-15	New		http://www.albatrossvillas.gr/	info@albatrossvillas.gr									High	Verified	https://explore.overturemaps.org/#id=75a589c7-0e2d-44f1-a766-06a69ce3374a		
6693	A	91	Θήρα	Greece	Albus Villas		hotel	Pirgos, Θήρα	306985729613	1			High				overture:b3b8e5fb-ca13-44ea-8f24-3ba2c8c82bb5	2026-08-15	New		http://albussantorini.com/	info@albussantorini.com									High	Verified	https://explore.overturemaps.org/#id=b3b8e5fb-ca13-44ea-8f24-3ba2c8c82bb5		
6694	A	91	Αμαλιάδα	Greece	Alea Villas Kourouta		hotel	Alea Villas Kourouta, Αμαλιάδα	302622028888	1			High				overture:7885f936-bbec-4a06-87e5-4c00045e2912	2026-08-15	New		https://alea-villas.gr/	info@alea-villas.gr		https://www.instagram.com/alea_villas_kourouta/							High	Verified	https://explore.overturemaps.org/#id=7885f936-bbec-4a06-87e5-4c00045e2912		
6695	A	91	Λευκάδα	Greece	Alea Villas		hotel	Alea Resort Villas, Lefkada, Λευκάδα	306973585798	1			High				overture:e29b167d-0998-4f80-9049-509e64f4c85d	2026-08-15	New		http://aleavillas.gr/	gxortis@gmail.com									High	Verified	https://explore.overturemaps.org/#id=e29b167d-0998-4f80-9049-509e64f4c85d		
6696	A	91	Λευκάδα	Greece	Alegria Boutique Villas		hotel	Επαρ.Οδ. Κατούνης, Λευκάδα	306956023867	1			High				overture:8cfdb20a-3e11-4ba6-9c01-23b6e8b375b5	2026-08-15	New		http://www.alegriaboutiquevillas.com/	alegria.lefkada@gmail.com		https://www.instagram.com/alegria_boutique_villas/							High	Verified	https://explore.overturemaps.org/#id=8cfdb20a-3e11-4ba6-9c01-23b6e8b375b5		
6697	A	91	Μάλια	Greece	Alexander Beach Hotel & Village Resort		hotel	Agiou Ioanni, Μάλια	302897032134	1			High				overture:bf53b6ff-2095-4805-b9b5-c3e053bdcbcd	2026-08-15	New		http://www.alexander-beach.com/	info@alexander-beach.com		https://www.instagram.com/alexanderbeachhotelvillage/							High	Verified	https://explore.overturemaps.org/#id=bf53b6ff-2095-4805-b9b5-c3e053bdcbcd		
6698	A	91	Αλεξανδρούπολη	Greece	Alexandra Boutique Residence		hotel	Τυρολόης 1, Αλεξανδρούπολη	306972532595	1			High				overture:39015c0d-b23b-4de8-8234-7d6ba02fa158	2026-08-15	New		https://alexandra-residence.gr/	info@alexandra-residence.gr		https://www.instagram.com/alexandra.boutique.residence/							High	Verified	https://explore.overturemaps.org/#id=39015c0d-b23b-4de8-8234-7d6ba02fa158		
6699	A	91	Θάσος	Greece	Alexandra Golden Boutique Hotel		beach_resort	Xryssi Ammoudia - Golden Beach, Θάσος	302593058212	1			High				overture:1872c179-8d2f-4cf7-aef8-dd91e84109cf	2026-08-15	New		http://www.alexandragoldenhotel.com/	book@alexandragoldenhotel.com		https://www.instagram.com/alexandragoldenboutique/							High	Verified	https://explore.overturemaps.org/#id=1872c179-8d2f-4cf7-aef8-dd91e84109cf		
6700	A	88	Ely	United Kingdom	Alfie Acres Holiday Home - Hot Tub and Pool		holiday_rental_home	Second Drove, Little Downham, Ely, ENG	447429367247	1			High				overture:05b833fe-086e-4801-93e1-80690df16147	2026-08-15	New		http://alfieacres-ruralretreats.co.uk/	alfieacresholiday@gmail.com									High	Verified	https://explore.overturemaps.org/#id=05b833fe-086e-4801-93e1-80690df16147		
6701	A	91	Νότια Ρόδος	Greece	Alisahni Villas		hotel	Kiotari, Νότια Ρόδος	302244047278	1			High				overture:a0f7859d-b040-4020-8d58-7842403d4052	2026-08-15	New		https://alisahni.com/	info.alisahni@gmail.com									High	Verified	https://explore.overturemaps.org/#id=a0f7859d-b040-4020-8d58-7842403d4052		
6702	A	91	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	Greece	Alivia Lefkas Luxury Villas		hotel	Λάκκοι, Epar.Od. Lefkadas - Apolpainas, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	306937075714	1			High				overture:9b1f531a-8fcc-4f51-8c6e-95c80839a548	2026-08-15	New		http://www.alivialefkas.gr/	info@alivialefkas.gr		https://www.instagram.com/alivialefkas/							High	Verified	https://explore.overturemaps.org/#id=9b1f531a-8fcc-4f51-8c6e-95c80839a548		
6703	A	91	Θήρα	Greece	Alizea Villa		hotel	Θήρα	302286023051	1			High				overture:2da05379-b207-493f-a8cb-4aa8e4d83e9d	2026-08-15	New		http://www.alizeavilla.com/	info@alizeavilla.com									High	Verified	https://explore.overturemaps.org/#id=2da05379-b207-493f-a8cb-4aa8e4d83e9d		
6704	A	91	Γεωργιούπολη	Greece	Alkion Apartments & Villas		hotel	Georgioupoli, Γεωργιούπολη	306932384692	1			High				overture:27098732-1a2a-482a-87bc-418a79d7ebce	2026-08-15	New		http://www.alkionapartments.gr/	info@alkionapartments.gr									High	Verified	https://explore.overturemaps.org/#id=27098732-1a2a-482a-87bc-418a79d7ebce		
6705	A	91	Bodrum	Greece	La Boutique Alkoclar		hotel	Hoşgörü Sokak 1, Bodrum	902523671970	1			High				overture:e7635245-a4ec-4c54-a6d2-1cc52c432c65	2026-08-15	New		http://www.alkoclar.com.tr	dinar.samci@alkoclar.com.tr									High	Verified	https://explore.overturemaps.org/#id=e7635245-a4ec-4c54-a6d2-1cc52c432c65		
6706	A	91	Λευκάδα	Greece	Alkyon Apartments and Villas Hotel		hotel	Epar.Od. Lefkas - Vasilikis, Λευκάδα	302645072222	1			High				overture:d905f4f4-73d6-4597-b5d5-00e64e71a492	2026-08-15	New		http://alkyon-lefkada.gr/	alkyon.lefkada@gmail.com									High	Verified	https://explore.overturemaps.org/#id=d905f4f4-73d6-4597-b5d5-00e64e71a492		
6707	A	88	Zefiría	Greece	Milos Retreat Fusion		holiday_rental_home	Zefiría	302109246619	1			High				overture:ccb4227b-f2f1-4319-923c-80f53bd66601	2026-08-15	New		http://allaboutvillas.com/villas/the-milos-retreat/	info@allaboutvillas.com		https://www.instagram.com/allaboutvillas/							High	Verified	https://explore.overturemaps.org/#id=ccb4227b-f2f1-4319-923c-80f53bd66601		
6708	B	78	Berkeley	USA	All County Bay Area Property Management		property_management	2288 Fulton St, Berkeley, CA	15109005400	1			High				overture:e8de315e-32ac-49b5-862a-dfd750760f82	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://allcountybayarea.com/free-consultation	contact@allcountybayarea.com									Medium	Recall-first	https://explore.overturemaps.org/#id=e8de315e-32ac-49b5-862a-dfd750760f82		
