	A	91	Saint Tropez	France	Curated Luxury Villa Rentals on the French Riviera		hospitality_search_candidate										fresh:cb7a11c10c2692c5ae8e	2026-08-16T21:16:22.187320Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://sainttropezvillarentals.com/		https://sainttropezvillarentals.com/contact								Permissive	Qualification	https://sainttropezvillarentals.com/	Public search evidence; market_id=saint-tropez-fr; family=curated_villas__core; provider=ddgs; rank=8; query="curated villas" Saint Tropez France rentals				fresh:cb7a11c10c2692c5ae8e	sainttropezvillarentals.com		curated luxury villa rentals on the french riviera	Saint Tropez	France	PERMISSIVE	domain:sainttropezvillarentals.com
	A	91	French Riviera	France	Long term lets in France		hospitality_search_candidate										fresh:5b4b3470906ccd1bfe79	2026-08-16T21:16:22.187320Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.rentaplaceinfrance.com/		https://www.rentaplaceinfrance.com/contact								Permissive	Qualification	https://www.rentaplaceinfrance.com/	Public search evidence; market_id=french-riviera-fr; family=premium_short_stay__direct; provider=ddgs; rank=1; query="premium short stay" French Riviera France rentals "book direct"				fresh:5b4b3470906ccd1bfe79	rentaplaceinfrance.com		long term lets in france	French Riviera	France	PERMISSIVE	domain:rentaplaceinfrance.com
	A	91	French Riviera	France	French Riviera Real Estate		hospitality_search_candidate										fresh:79c2dd69f07679cca5f1	2026-08-16T21:16:22.187320Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.capvillas.com/		https://www.capvillas.com/contact								Permissive	Qualification	https://www.capvillas.com/	Public search evidence; market_id=french-riviera-fr; family=managed_vacation_rentals__portfolio; provider=ddgs; rank=2; query="managed vacation rentals" French Riviera France "our properties"				fresh:79c2dd69f07679cca5f1	capvillas.com		french riviera real estate	French Riviera	France	PERMISSIVE	domain:capvillas.com
	A	91	Hyderabad	India	Highlang Holiday Homes		holiday_rental_home	Srinivasa Nagar, N.G.O.'s Colony, Tirupati	+918772233991								overture:721cb7f0-ed46-496c-af91-0d026f29f327	2026-08-16T20:33:15.749759Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.highlandresorts.com										Medium	Recall-first	https://explore.overturemaps.org/#id=721cb7f0-ed46-496c-af91-0d026f29f327	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:721cb7f0-ed46-496c-af91-0d026f29f327	highlandresorts.com	918772233991	highlang holiday homes	Hyderabad	India	MEDIUM	domain:highlandresorts.com
	A	91	Ibiza	Spain	Welcome to Ibiza Property Management Collective (IPM Collective S.L)		hospitality_search_candidate										fresh:19fd90f41a36b0170cfb	2026-08-16T19:58:38.267629Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.ibizapropertymanagement.net/		https://www.ibizapropertymanagement.net/contact								Permissive	Qualification	https://www.ibizapropertymanagement.net/	Public search evidence; market_id=ibiza-es; family=property_manager_villas__portfolio; provider=ddgs; rank=1; query="property manager" Ibiza Spain villas rentals "our properties"				fresh:19fd90f41a36b0170cfb	ibizapropertymanagement.net		welcome to ibiza property management collective ipm collective s l	Ibiza	Spain	PERMISSIVE	domain:ibizapropertymanagement.net
	A	91	Mallorca	Spain	Real Estate Agency Mallorca		hospitality_search_candidate										fresh:90cd42b56b01ee4b3f2d	2026-08-16T19:55:10.455121Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://onestop.world/		https://onestop.world/contact								Permissive	Qualification	https://onestop.world/	Public search evidence; market_id=mallorca-es; family=hospitality_management_villas__portfolio; provider=ddgs; rank=4; query="hospitality management" Mallorca Spain villas "our properties"				fresh:90cd42b56b01ee4b3f2d	onestop.world		real estate agency mallorca	Mallorca	Spain	PERMISSIVE	domain:onestop.world
	A	91	Mallorca	Spain	Boutique and luxury hotels		hospitality_search_candidate										fresh:305b281dcc4f47931914	2026-08-16T19:55:10.455121Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://guide.michelin.com/us/en/hotels-stays/majorca		https://guide.michelin.com/contact								Permissive	Qualification	https://guide.michelin.com/us/en/hotels-stays/majorca	Public search evidence; market_id=mallorca-es; family=luxury_lodging_direct__core; provider=ddgs; rank=5; query="luxury lodging" Mallorca Spain "book direct"				fresh:305b281dcc4f47931914	michelin.com		boutique and luxury hotels	Mallorca	Spain	PERMISSIVE	domain:michelin.com
	A	91	تحصیل راولپنڈی چھاؤنی	PK	Oakside Private Property Management		real_estate_service	4-A Lower Ground Floor, Hadi Arcade	+923331363133								overture:7cd8dc82-8b63-45c2-ae57-308d20de97ee	2026-08-16T19:50:59.973149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.oakside.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=7cd8dc82-8b63-45c2-ae57-308d20de97ee	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:7cd8dc82-8b63-45c2-ae57-308d20de97ee	oakside.com	923331363133	oakside private property management	تحصیل راولپنڈی چھاؤنی	PK	PERMISSIVE	domain:oakside.com
	A	91	Tofino	Canada	Knuline Transportation		hospitality_search_candidate										fresh:863f4c8d023d1c765702	2026-08-16T19:50:59.973149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://knuline.ca/	info.sales@knuline.ca									Permissive	Qualification	https://knuline.ca/	Public search evidence; market_id=tofino-bc; family=holiday_let_management__contact; provider=ddgs; rank=4; query="holiday let management" Tofino British Columbia "contact us" Public business email recovered from first-party website; no inference.				fresh:863f4c8d023d1c765702	knuline.ca		knuline transportation	Tofino	Canada	PERMISSIVE	domain:knuline.ca
	A	91	Tofino	Canada	getawayGoGo		hospitality_search_candidate										fresh:14dd91549bd482658fd0	2026-08-16T19:50:59.973149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.getawaygogo.com/		https://www.getawaygogo.com/contact								High	Verified	https://www.getawaygogo.com/	Public search evidence; market_id=tofino-bc; family=property_manager_villas__direct; provider=ddgs; rank=3; query="property manager" Tofino British Columbia villas rentals "book direct"				fresh:14dd91549bd482658fd0	getawaygogo.com		getawaygogo	Tofino	Canada	HIGH	domain:getawaygogo.com
	A	91	Tofino	Canada	Rustic Elegance on Chesterman Beach, Tofino		hospitality_search_candidate										fresh:f9afd7e66bae5b68c192	2026-08-16T19:45:30.907089Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.wickinn.com/		https://www.wickinn.com/contact-us								High	Verified	https://www.wickinn.com/	Public search evidence; market_id=tofino-bc; family=luxury_home_rentals__contact; provider=ddgs; rank=6; query="luxury home rentals" Tofino British Columbia "contact us"				fresh:f9afd7e66bae5b68c192	wickinn.com		rustic elegance on chesterman beach tofino	Tofino	Canada	HIGH	domain:wickinn.com
	A	91		United States	Nemacolin Woodlands Resort		resort										Q6990894	2026-08-16T19:45:30.907089Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.nemacolin.com/		https://www.nemacolin.com/contact/								Medium	Recall-first	http://www.wikidata.org/entity/Q6990894	Wikidata structured evidence; country=Q30; class=Q875157; official website property P856.				q6990894	nemacolin.com		nemacolin woodlands resort		United States	MEDIUM	domain:nemacolin.com
	A	91		United States	Gold Strike Casino Resort		resort										Q5578879	2026-08-16T19:45:30.907089Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.goldstrikemississippi.com		http://www.goldstrikemississippi.com/contact								Permissive	Qualification	http://www.wikidata.org/entity/Q5578879	Wikidata structured evidence; country=Q30; class=Q875157; official website property P856.				q5578879	goldstrikemississippi.com		gold strike casino resort		United States	PERMISSIVE	domain:goldstrikemississippi.com
	A	91		France	Les Bottières ski resort		resort										Q3231105	2026-08-16T19:41:36.090400Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.bottieres-jarrier.com/		https://www.bottieres-jarrier.com/contact/								High	Verified	http://www.wikidata.org/entity/Q3231105	Wikidata structured evidence; country=Q142; class=Q875157; official website property P856.				q3231105	bottieres-jarrier.com		les bottieres ski resort		France	HIGH	domain:bottieres-jarrier.com
	A	91	Mont Tremblant	Canada	Sivan Tours Passover 2026 Mont Tremblant		hospitality_search_candidate										fresh:b10956e25716386a5d38	2026-08-16T19:38:15.846190Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.sivantours.com/	info@sivantours.com									High	Verified	https://www.sivantours.com/	Public search evidence; market_id=mont-tremblant-qc; family=holiday_let_management__contact; provider=ddgs; rank=7; query="holiday let management" Mont Tremblant Quebec "contact us" Public business email recovered from first-party website; no inference.				fresh:b10956e25716386a5d38	sivantours.com		sivan tours passover 2026 mont tremblant	Mont Tremblant	Canada	HIGH	domain:sivantours.com
	A	91	Mont Tremblant	Canada	Mont Tremblant Rentals: Quebec Chalets, Cabins & Condos		hospitality_search_candidate										fresh:679ba46e9960beec084e	2026-08-16T19:38:15.846190Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://monttremblantrentals.com/		https://monttremblantrentals.com/contact								Permissive	Qualification	https://monttremblantrentals.com/	Public search evidence; market_id=mont-tremblant-qc; family=luxury_home_rentals__core; provider=ddgs; rank=6; query="luxury home rentals" Mont Tremblant Quebec				fresh:679ba46e9960beec084e	monttremblantrentals.com		mont tremblant rentals quebec chalets cabins condos	Mont Tremblant	Canada	PERMISSIVE	domain:monttremblantrentals.com
	A	91		United States	Universal Orlando Resort		resort										Q778011	2026-08-16T19:34:44.449375Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.universalorlando.com		https://www.universalorlando.com/web/en/us/oops-sorry								Permissive	Qualification	http://www.wikidata.org/entity/Q778011	Wikidata structured evidence; country=Q30; class=Q875157; official website property P856.				q778011	universalorlando.com		universal orlando resort		United States	PERMISSIVE	domain:universalorlando.com
	A	91	Banff	Canada	Banff Luxury Accommodations		hospitality_search_candidate										fresh:5e047e0abed9f8258065	2026-08-16T19:31:41.926538Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://thekenrickhotel.com/		https://thekenrickhotel.com/contact								Permissive	Qualification	https://thekenrickhotel.com/	Public search evidence; market_id=banff-ab; family=premium_direct_booking__official; provider=ddgs; rank=5; query="book direct" Banff Alberta luxury villas resort "official site"				fresh:5e047e0abed9f8258065	thekenrickhotel.com		banff luxury accommodations	Banff	Canada	PERMISSIVE	domain:thekenrickhotel.com
	A	91	Banff	Canada	Second Den		hospitality_search_candidate										fresh:7debad7d26b1626fe914	2026-08-16T19:31:41.926538Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://secondden.ca/		https://secondden.ca/contact								Medium	Recall-first	https://secondden.ca/	Public search evidence; market_id=banff-ab; family=vacation_property_management__contact; provider=ddgs; rank=2; query="vacation property management" Banff Alberta "contact us"				fresh:7debad7d26b1626fe914	secondden.ca		second den	Banff	Canada	MEDIUM	domain:secondden.ca
	A	91	Banff	Canada	mountainscaperentals.ca		hospitality_search_candidate										fresh:799fb161fd19329cc9a8	2026-08-16T19:31:41.926538Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://mountainscaperentals.ca/		https://mountainscaperentals.ca/contact								Permissive	Qualification	https://mountainscaperentals.ca/	Public search evidence; market_id=banff-ab; family=short_stay_manager__contact; provider=ddgs; rank=3; query="short stay management" Banff Alberta rentals "contact us"				fresh:799fb161fd19329cc9a8	mountainscaperentals.ca		mountainscaperentals ca	Banff	Canada	PERMISSIVE	domain:mountainscaperentals.ca
	A	91	Banff	Canada	Banff, CA Luxury Rentals		hospitality_search_candidate										fresh:4ef740e0c37a5cccf942	2026-08-16T19:31:41.926538Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.fvrentals.com/all/canada/alberta/banff/luxury-rentals		https://www.fvrentals.com/contact								Permissive	Qualification	https://www.fvrentals.com/all/canada/alberta/banff/luxury-rentals	Public search evidence; market_id=banff-ab; family=luxury_home_rentals__official; provider=ddgs; rank=3; query="luxury home rentals" Banff Alberta "official site"				fresh:4ef740e0c37a5cccf942	fvrentals.com		banff ca luxury rentals	Banff	Canada	PERMISSIVE	domain:fvrentals.com
	A	91	Banff	Canada	Book the Best Luxury Rentals in Banff		hospitality_search_candidate										fresh:0233ba0a13b026669a7c	2026-08-16T19:31:41.926538Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://bettertrips.com/all/canada/alberta/banff/luxury-rentals		https://bettertrips.com/contact								Permissive	Qualification	https://bettertrips.com/all/canada/alberta/banff/luxury-rentals	Public search evidence; market_id=banff-ab; family=luxury_vacation_company__core; provider=ddgs; rank=5; query="luxury vacation rentals" Banff Alberta company				fresh:0233ba0a13b026669a7c	bettertrips.com		book the best luxury rentals in banff	Banff	Canada	PERMISSIVE	domain:bettertrips.com
	A	91	Banff	Canada	Banff Tours and Packages and Attractions		hospitality_search_candidate										fresh:8aac927a7468f3fa7063	2026-08-16T19:31:41.926538Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.banffadventures.com/		https://www.banffadventures.com/plan-your-trip/contact-us/								Medium	Recall-first	https://www.banffadventures.com/	Public search evidence; market_id=banff-ab; family=vacation_home_agency__official; provider=ddgs; rank=7; query="vacation home agency" Banff Alberta "official site"				fresh:8aac927a7468f3fa7063	banffadventures.com		banff tours and packages and attractions	Banff	Canada	MEDIUM	domain:banffadventures.com
	A	91	Canmore	Canada	Hospitality Collection		hospitality_search_candidate										fresh:62a4f8316bf46bc25705	2026-08-16T19:28:33.430599Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.westerntrust.com/hospitality		https://www.westerntrust.com/								High	Verified	https://www.westerntrust.com/hospitality	Public search evidence; market_id=canmore-ab; family=private_homes_collection__core; provider=ddgs; rank=7; query="private homes" Canmore Alberta "collection" rentals				fresh:62a4f8316bf46bc25705	westerntrust.com		hospitality collection	Canmore	Canada	HIGH	domain:westerntrust.com
	A	91	Banff	Canada	Luxury Rentals and Hotels in Banff, CA 【 5-STAR 】| Varoom		hospitality_search_candidate										fresh:815f44dd1d1ce06a03ff	2026-08-16T19:28:33.430599Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.varoom.com/all/canada/alberta/banff/luxury-rentals		https://www.varoom.com/contact								Permissive	Qualification	https://www.varoom.com/all/canada/alberta/banff/luxury-rentals	Public search evidence; market_id=banff-ab; family=luxury_villa_operator__contact; provider=ddgs; rank=6; query="luxury villa rentals" Banff Alberta "property management" "contact us"				fresh:815f44dd1d1ce06a03ff	varoom.com		luxury rentals and hotels in banff ca 5 star varoom	Banff	Canada	PERMISSIVE	domain:varoom.com
	A	91	Canmore	Canada	Our Listings		hospitality_search_candidate										fresh:c46aa5e9ebea4f22c849	2026-08-16T19:28:33.430599Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.risecohost.com/listings		https://www.risecohost.com/contact								High	Verified	https://www.risecohost.com/listings	Public search evidence; market_id=canmore-ab; family=vacation_property_management__no_ota; provider=ddgs; rank=5; query="vacation property management" Canmore Alberta -airbnb -booking -vrbo -tripadvisor				fresh:c46aa5e9ebea4f22c849	risecohost.com		our listings	Canmore	Canada	HIGH	domain:risecohost.com
	A	91	Banff	Canada	Banff National Park, CA Luxury Rentals【PREMIUM】| PickleTrip		hospitality_search_candidate										fresh:60571eeccf1f3dd1867d	2026-08-16T19:28:33.430599Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.pickletrip.com/all/canada/alberta/banff-national-park/luxury-rentals		https://www.pickletrip.com/contact								Permissive	Qualification	https://www.pickletrip.com/all/canada/alberta/banff-national-park/luxury-rentals	Public search evidence; market_id=banff-ab; family=luxury_villa_operator__contact; provider=ddgs; rank=5; query="luxury villa rentals" Banff Alberta "property management" "contact us"				fresh:60571eeccf1f3dd1867d	pickletrip.com		banff national park ca luxury rentalspremium pickletrip	Banff	Canada	PERMISSIVE	domain:pickletrip.com
	A	91	Canmore	Canada	Canmore Luxury Rental Homes and Villas		hospitality_search_candidate										fresh:0a14f42ba950b590dfc7	2026-08-16T19:28:33.430599Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.casai.com/all/canada/alberta/canmore/luxury-rentals		https://www.casai.com/contact								Permissive	Qualification	https://www.casai.com/all/canada/alberta/canmore/luxury-rentals	Public search evidence; market_id=canmore-ab; family=villa_rental_company__official; provider=ddgs; rank=2; query="villa rental company" Canmore Alberta "official site"				fresh:0a14f42ba950b590dfc7	casai.com		canmore luxury rental homes and villas	Canmore	Canada	PERMISSIVE	domain:casai.com
	A	91	Banff	Canada	Luxury Vacation Rentals in Banff, CA		hospitality_search_candidate										fresh:d96b49c7ae3cc0b1d3db	2026-08-16T19:28:33.430599Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.bedroomvillas.ca/all/canada/alberta/banff/vacation-rentals		https://www.bedroomvillas.ca/contact								Permissive	Qualification	https://www.bedroomvillas.ca/all/canada/alberta/banff/vacation-rentals	Public search evidence; market_id=banff-ab; family=luxury_villa_operator__contact; provider=ddgs; rank=3; query="luxury villa rentals" Banff Alberta "property management" "contact us"				fresh:d96b49c7ae3cc0b1d3db	bedroomvillas.ca		luxury vacation rentals in banff ca	Banff	Canada	PERMISSIVE	domain:bedroomvillas.ca
	A	91	Banff	Canada	Banffvacationrental		hospitality_search_candidate										fresh:26120dad16c02fa4ba09	2026-08-16T19:28:33.430599Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://banffvacationrental.com/all/canada/alberta/banff/luxury-rentals		https://banffvacationrental.com/contact								Permissive	Qualification	https://banffvacationrental.com/all/canada/alberta/banff/luxury-rentals	Public search evidence; market_id=banff-ab; family=luxury_villa_operator__contact; provider=ddgs; rank=1; query="luxury villa rentals" Banff Alberta "property management" "contact us"				fresh:26120dad16c02fa4ba09	banffvacationrental.com		banffvacationrental	Banff	Canada	PERMISSIVE	domain:banffvacationrental.com
	A	91	Muskoka	Canada	Lake Muskoka 5-Star Luxury Cottage Rental in Ontario, Canada.		hospitality_search_candidate										fresh:346a764b48a29c1e3eb9	2026-08-16T19:22:31.646970Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://muskokasoul.com/		https://muskokasoul.com/contact								Permissive	Qualification	https://muskokasoul.com/	Public search evidence; market_id=muskoka-on; family=luxury_home_rentals__contact; provider=ddgs; rank=3; query="luxury home rentals" Muskoka Ontario "contact us"				fresh:346a764b48a29c1e3eb9	muskokasoul.com		lake muskoka 5 star luxury cottage rental in ontario canada	Muskoka	Canada	PERMISSIVE	domain:muskokasoul.com
	A	91	Muskoka	Canada	Muskoka Cottage Management		hospitality_search_candidate										fresh:899b8dc9ee09b764dc20	2026-08-16T19:17:37.204369Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://muskokacottagemgmt.com/	contact@muskokacottagemgmt.com									High	Verified	https://muskokacottagemgmt.com/	Public search evidence; market_id=muskoka-on; family=vacation_rental_manager__core; provider=ddgs; rank=7; query="vacation rental management" Muskoka Ontario villas Public business email recovered from first-party website; no inference.				fresh:899b8dc9ee09b764dc20	muskokacottagemgmt.com		muskoka cottage management	Muskoka	Canada	HIGH	domain:muskokacottagemgmt.com
	A	91	Muskoka	Canada	Marrakahshe Retreat		hospitality_search_candidate										fresh:c5da99315a6c7f807aba	2026-08-16T19:17:37.204369Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://marrakahsheretreat.com/	info@marrakahsheretreat.com									High	Verified	https://marrakahsheretreat.com/	Public search evidence; market_id=muskoka-on; family=premium_direct_booking__core; provider=ddgs; rank=3; query="book direct" Muskoka Ontario luxury villas resort Public business email recovered from first-party website; no inference.				fresh:c5da99315a6c7f807aba	marrakahsheretreat.com		marrakahshe retreat	Muskoka	Canada	HIGH	domain:marrakahsheretreat.com
	A	91	Whistler	Canada	Breakaway Vacations		hospitality_search_candidate										fresh:d982691bc0878c5a8124	2026-08-16T19:17:37.204369Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://breakawayvacations.com/	info@breakawayvacations.com									High	Verified	https://breakawayvacations.com/	Public search evidence; market_id=whistler-bc; family=managed_vacation_rentals__portfolio; provider=ddgs; rank=6; query="managed vacation rentals" Whistler British Columbia "our properties" Public business email recovered from first-party website; no inference.				fresh:d982691bc0878c5a8124	breakawayvacations.com		breakaway vacations	Whistler	Canada	HIGH	domain:breakawayvacations.com
	A	91	Whistler	Canada	Whistler British, Columbia Hotel Jobs		hospitality_search_candidate										fresh:acb5917342cf01f7a70f	2026-08-16T19:14:15.983482Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.workopolis.com/search?q=hotel&l=whistler+british,+columbia		https://www.workopolis.com/about/cookies								High	Verified	https://www.workopolis.com/search?q=hotel&l=whistler+british,+columbia	Public search evidence; market_id=whistler-bc; family=holiday_let_management__portfolio; provider=ddgs; rank=5; query="holiday let management" Whistler British Columbia "our properties"				fresh:acb5917342cf01f7a70f	workopolis.com		whistler british columbia hotel jobs	Whistler	Canada	HIGH	domain:workopolis.com
	A	91	Whistler	Canada	Tyaughton Vacation Rentals. Rental log cabins, Tyaughton Lake ...		hospitality_search_candidate										fresh:9c157991fa48eb2cd4a2	2026-08-16T19:14:15.983482Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://tyaughtonvacationrentals.com/	mcnealpropertymanagement@gmail.com									High	Verified	http://tyaughtonvacationrentals.com/	Public search evidence; market_id=whistler-bc; family=holiday_let_management__portfolio; provider=ddgs; rank=7; query="holiday let management" Whistler British Columbia "our properties" Public business email recovered from first-party website; no inference.				fresh:9c157991fa48eb2cd4a2	tyaughtonvacationrentals.com		tyaughton vacation rentals rental log cabins tyaughton lake	Whistler	Canada	HIGH	domain:tyaughtonvacationrentals.com
	A	91	Bar Harbor	United States	Waterfront Bar Harbor Bed and Breakfast Near Acadia National Park		hospitality_search_candidate										fresh:ee9c7adb1f59668909e0	2026-08-16T19:09:54.345118Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.innatbayledge.com/		https://www.innatbayledge.com/contact								Permissive	Qualification	https://www.innatbayledge.com/	Public search evidence; market_id=bar-harbor-me; family=luxury_lodging_direct__official; provider=ddgs; rank=6; query="luxury lodging" Bar Harbor Maine "book direct" "official site"				fresh:ee9c7adb1f59668909e0	innatbayledge.com		waterfront bar harbor bed and breakfast near acadia national park	Bar Harbor	United States	PERMISSIVE	domain:innatbayledge.com
	A	91	Bar Harbor	United States	Highbrook Motel Official Site		hospitality_search_candidate										fresh:49fcb1879aadcc665e89	2026-08-16T19:09:54.345118Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://highbrookmotel.com/		https://highbrookmotel.com/contact-us/								Medium	Recall-first	https://highbrookmotel.com/	Public search evidence; market_id=bar-harbor-me; family=curated_villas__direct; provider=ddgs; rank=4; query="curated villas" Bar Harbor Maine rentals "book direct"				fresh:49fcb1879aadcc665e89	highbrookmotel.com		highbrook motel official site	Bar Harbor	United States	MEDIUM	domain:highbrookmotel.com
	A	91	Bar Harbor	United States	Governors Harbour Collection		hospitality_search_candidate										fresh:29076832d220554c8680	2026-08-16T19:09:54.345118Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://governorsharbourcollection.com/		https://governorsharbourcollection.com/contact								Permissive	Qualification	https://governorsharbourcollection.com/	Public search evidence; market_id=bar-harbor-me; family=private_homes_collection__portfolio; provider=ddgs; rank=2; query="private homes" Bar Harbor Maine "collection" rentals "our properties"				fresh:29076832d220554c8680	governorsharbourcollection.com		governors harbour collection	Bar Harbor	United States	PERMISSIVE	domain:governorsharbourcollection.com
	A	91	Bar Harbor	United States	Emery's Cottages on the Shore in Bar Harbor, Maine		hospitality_search_candidate										fresh:c254cd8551dfed35fbef	2026-08-16T19:09:54.345118Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.emeryscottages.com/		https://www.emeryscottages.com/contact								Permissive	Qualification	https://www.emeryscottages.com/	Public search evidence; market_id=bar-harbor-me; family=vacation_rental_group__contact; provider=ddgs; rank=6; query="vacation rental group" Bar Harbor Maine "contact us"				fresh:c254cd8551dfed35fbef	emeryscottages.com		emery s cottages on the shore in bar harbor maine	Bar Harbor	United States	PERMISSIVE	domain:emeryscottages.com
	A	91	Bar Harbor	United States	Crave		hospitality_search_candidate										fresh:416b5533d3df0706e30a	2026-08-16T19:09:54.345118Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.crave.ca/en		https://www.crave.ca/contact								Permissive	Qualification	https://www.crave.ca/en	Public search evidence; market_id=bar-harbor-me; family=private_homes_collection__official; provider=ddgs; rank=7; query="private homes" Bar Harbor Maine "collection" rentals "official site"				fresh:416b5533d3df0706e30a	crave.ca		crave	Bar Harbor	United States	PERMISSIVE	domain:crave.ca
	A	91	Bar Harbor	United States	Barharborcabins		hospitality_search_candidate										fresh:2e783f1531c5fdc5bc66	2026-08-16T19:09:54.345118Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://barharborcabins.com/all/usa/maine/bar-harbor/luxury-rentals		https://barharborcabins.com/contact								Permissive	Qualification	https://barharborcabins.com/all/usa/maine/bar-harbor/luxury-rentals	Public search evidence; market_id=bar-harbor-me; family=luxury_vacation_company__core; provider=ddgs; rank=4; query="luxury vacation rentals" Bar Harbor Maine company				fresh:2e783f1531c5fdc5bc66	barharborcabins.com		barharborcabins	Bar Harbor	United States	PERMISSIVE	domain:barharborcabins.com
	A	91	Newport	United States	Compass Management Corporation in Newport, Rhode Island		hospitality_search_candidate										fresh:0334fec3385d866aa199	2026-08-16T19:04:22.915655Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://thecompassco.com/		https://thecompassco.com/about								Medium	Recall-first	https://thecompassco.com/	Public search evidence; market_id=newport-ri; family=property_manager_villas__core; provider=ddgs; rank=7; query="property manager" Newport Rhode Island villas rentals				fresh:0334fec3385d866aa199	thecompassco.com		compass management corporation in newport rhode island	Newport	United States	MEDIUM	domain:thecompassco.com
	A	91	Newport	United States	Newport Affordable Housing		hospitality_search_candidate										fresh:18d542ba0d5a8aad0def	2026-08-16T19:01:19.150375Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://newporthousing.org/		https://newporthousing.org/contact-us/								Permissive	Qualification	https://newporthousing.org/	Public search evidence; market_id=newport-ri; family=short_stay_manager__contact; provider=ddgs; rank=6; query="short stay management" Newport Rhode Island rentals "contact us"				fresh:18d542ba0d5a8aad0def	newporthousing.org		newport affordable housing	Newport	United States	PERMISSIVE	domain:newporthousing.org
	A	91	Martha's Vineyard	United States	Martha’s Vineyard Cottages		hospitality_search_candidate										fresh:f6bd9bb59ba25ef12e69	2026-08-16T19:01:19.150375Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://marthasvineyardcottages.com/		https://marthasvineyardcottages.com/contact								Permissive	Qualification	https://marthasvineyardcottages.com/	Public search evidence; market_id=marthas-vineyard-ma; family=private_homes_collection__core; provider=ddgs; rank=2; query="private homes" Martha's Vineyard Massachusetts "collection" rentals				fresh:f6bd9bb59ba25ef12e69	marthasvineyardcottages.com		marthas vineyard cottages	Martha's Vineyard	United States	PERMISSIVE	domain:marthasvineyardcottages.com
	A	91	Newport	United States	Luxury Rentals Newport RI		hospitality_search_candidate										fresh:fe02479b04a6b71a1716	2026-08-16T18:56:35.600856Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://staynewport.com/luxury-rentals-newport-ri/		https://staynewport.com/contact								Permissive	Qualification	https://staynewport.com/luxury-rentals-newport-ri/	Public search evidence; market_id=newport-ri; family=luxury_villa_operator__core; provider=ddgs; rank=1; query="luxury villa rentals" Newport Rhode Island "property management"				fresh:fe02479b04a6b71a1716	staynewport.com		luxury rentals newport ri	Newport	United States	PERMISSIVE	domain:staynewport.com
