chunk,line,pre,reject_reason,name,market,country,norm_name,domain,phone,category,address,website,email,contact_page,instagram,facebook,whatsapp,portfolio,source_ref,source_url,fit,live,ambiguous
delta-github-run-31863169781-005.jsonl,11,ACCEPT,,Cambridge Property Management,Naples,USA,cambridge property management,cambridgeswfl.com,12392497000,property_management,"2335 9th St N, Naples, FL",http://www.cambridgeswfl.com,info@cambridgeswfl.com,,,,,,overture:a19a8c4d-60a9-4307-8f14-9f733d111c34,https://explore.overturemaps.org/#id=a19a8c4d-60a9-4307-8f14-9f733d111c34,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,12,ACCEPT,,C & M Property Management,West Palm Beach,USA,c m property management,candmpropertymgmtllc.com,15616012093,tree_service,"West Palm Beach, FL",http://candmpropertymgmtllc.com/,candmpropertymanagement@aol.com,,,,,,overture:e69d739f-6a89-4e4f-806d-bf34d5ef5308,https://explore.overturemaps.org/#id=e69d739f-6a89-4e4f-806d-bf34d5ef5308,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,13,ACCEPT,,CANI Property Management,Orlando,USA,cani property management,canipm.com,13212809065,property_management,"111 N Orange Ave, Orlando, FL",http://CANIpm.com/,info@canipm.com,,,,,,overture:f82fc1d9-3d43-4145-adec-d05e165d05cb,https://explore.overturemaps.org/#id=f82fc1d9-3d43-4145-adec-d05e165d05cb,A,MEDIUM,1
delta-github-run-31863169781-005.jsonl,14,ACCEPT,,Cape Harbour Vacation Rentals,Cape Coral,USA,cape harbour vacation rentals,capeharbourvacations.com,12395401851,real_estate_service,"5828 Cape Harbour Dr, Cape Coral, FL",http://www.capeharbourvacations.com,info@capeharbourvacations.com,,,,,,overture:720624f5-f233-4b60-b6ff-a40c0821656f,https://explore.overturemaps.org/#id=720624f5-f233-4b60-b6ff-a40c0821656f,A,HIGH,1
delta-github-run-31863169781-005.jsonl,15,ACCEPT,,"Gulf Swells & Sea Shells - Vacation Rental - North Captiva, Florida",Captiva,USA,gulf swells sea shells vacation rental north captiva florida,captivahomeforrent.com,13166482423,holiday_rental_home,"4601 Schooner Dr, Captiva, FL",http://www.captivahomeforrent.com/,gulfswellsenterprisesllc@gmail.com,,,,,,overture:70cc00f7-6fbc-4590-be71-ac92116e620f,https://explore.overturemaps.org/#id=70cc00f7-6fbc-4590-be71-ac92116e620f,A,HIGH,0
delta-github-run-31863169781-005.jsonl,16,ACCEPT,,Captiva Villa Rental,Captiva,USA,captiva villa rental,captivavilla.com,,holiday_rental_home,"11507 Laika Ln, Captiva, FL",http://www.captivavilla.com/,villa@captivavilla.com,,,,,,overture:aec6763c-67ee-418b-a896-ed524f347418,https://explore.overturemaps.org/#id=aec6763c-67ee-418b-a896-ed524f347418,A,HIGH,0
delta-github-run-31863169781-005.jsonl,17,ACCEPT,,CaraCo Property Management,Deerfield Beach,USA,caraco property management,caracofl.com,19547827740,property_management,"3801 Crystal Lake Dr, Deerfield Beach, FL",https://caracofl.com/,crystallake@caracofl.com,,,,,,overture:e53a8d90-694c-49b6-a585-b4f6536340ae,https://explore.overturemaps.org/#id=e53a8d90-694c-49b6-a585-b4f6536340ae,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,18,ACCEPT,,Caribbean Property Management,Miami,USA,caribbean property management,caribbeanproperty.cc,13052513848,property_management,"12301 SW 132nd Ct, Miami, FL",http://www.caribbeanproperty.cc/,info@caribbeanproperty.cc,,,,,,overture:609736e7-600c-45e9-9205-9e9f3df41aa9,https://explore.overturemaps.org/#id=609736e7-600c-45e9-9205-9e9f3df41aa9,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,19,ACCEPT,,Carter Vacation Rentals,Indian Shores,USA,carter vacation rentals,cartervacation.com,17273091800,holiday_rental_home,"20116 Gulf Blvd, Indian Shores, FL",http://www.cartervacation.com/,stay@cartervacation.com,,,,,,overture:89608058-4837-4d8f-adb3-29b31d24ea36,https://explore.overturemaps.org/#id=89608058-4837-4d8f-adb3-29b31d24ea36,A,HIGH,0
delta-github-run-31863169781-005.jsonl,20,ACCEPT,,Casa Alamillo Hotel Boutique and Spa,Malinalco,Mexico,casa alamillo hotel boutique and spa,casaalamillo.com,527223358081,hotel,"Calle Tlamantlan 15, Barrio San Juan, Malinalco",http://www.casaalamillo.com/,info@casaalamillo.com,,https://www.instagram.com/casaalamillo/,,,,overture:1be8001a-2487-4fe9-93f2-2b88f59cc313,https://explore.overturemaps.org/#id=1be8001a-2487-4fe9-93f2-2b88f59cc313,B,MEDIUM,0
delta-github-run-31863169781-005.jsonl,21,ACCEPT,,Casa Bichu,San Pedro Pochutla,Mexico,casa bichu,casabichuhotel.com,529581198332,resort,"Domicilio Conocido, Bahía de Estacahuite, San Pedro Pochutla",https://www.casabichuhotel.com/,hotelboutiquecasabichu@gmail.com,,,,,,overture:5b9457a4-9871-45b7-916f-0ff0f2c59792,https://explore.overturemaps.org/#id=5b9457a4-9871-45b7-916f-0ff0f2c59792,B,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,22,ACCEPT,,Casa del Alma Hotel Boutique & Spa,San Cristóbal de las Casas,Mexico,casa del alma hotel boutique spa,casadelalma.mx,529676749090,hotel,"Avenida 16 de Septiembre 24, San Cristóbal de las Casas",http://www.casadelalma.mx/,reservaciones@casadelalma.mx,,,,,,overture:dd1beb4a-1089-4e20-a01a-4233dd3f864f,https://explore.overturemaps.org/#id=dd1beb4a-1089-4e20-a01a-4233dd3f864f,B,HIGH,0
delta-github-run-31863169781-005.jsonl,23,ACCEPT,,Villas Casa Morada,San Cristóbal de las Casas,Mexico,villas casa morada,casamorada.com.mx,9676784440,hotel,"Av. Diego Dugelay, San Cristóbal de las Casas, CHIS",http://www.casamorada.com.mx,reservaciones@casamorada.com.mx,,,,,,overture:3969c2d7-981c-4ddf-846c-82a91b92f198,https://explore.overturemaps.org/#id=3969c2d7-981c-4ddf-846c-82a91b92f198,B,HIGH,0
delta-github-run-31863169781-005.jsonl,24,ACCEPT,,Casa San Miguel Hotel Boutique y Spa,Zacatlán,Mexico,casa san miguel hotel boutique y spa,casasanmiguelhotel.com,527971215286,hotel,"I. López Rayon 2, Zacatlán",http://www.casasanmiguelhotel.com/,front@casasanmiguelhotel.com,,https://www.instagram.com/casa_sanmiguel/,,,,overture:dbcb7488-cd69-4935-824b-5d5b1f73d0f3,https://explore.overturemaps.org/#id=dbcb7488-cd69-4935-824b-5d5b1f73d0f3,B,HIGH,0
delta-github-run-31863169781-005.jsonl,25,ACCEPT,,Castro Realty & Property Management,Inverness,USA,castro realty property management,castrorealtyandpropertymanagement.com,13522280876,real_estate_service,"333 N Croft Ave, Inverness, FL",http://www.castrorealtyandpropertymanagement.com/,castrorealty1@gmail.com,,,,,,overture:bbaeabc5-dcaa-465a-ac42-04b0b3c38056,https://explore.overturemaps.org/#id=bbaeabc5-dcaa-465a-ac42-04b0b3c38056,A,MEDIUM,1
delta-github-run-31863169781-005.jsonl,26,ACCEPT,,Cay Pointe Villa,Indian Rocks Beach,USA,cay pointe villa,caypointevilla.com,17275962794,beach_resort,"514 Gulf Blvd, Indian Rocks Beach, FL",http://www.caypointevilla.com/,lynn@caypointevilla.com,,,,,,overture:2de7d57b-15d5-438f-b2f8-0eeb03ebdf54,https://explore.overturemaps.org/#id=2de7d57b-15d5-438f-b2f8-0eeb03ebdf54,B,HIGH,0
delta-github-run-31863169781-005.jsonl,27,ACCEPT,,Celebration Vacation Homes,Kissimmee,USA,celebration vacation homes,celebrationvhomes.com,14074332567,property_management,"1420 Celebration Blvd, Kissimmee, FL",http://www.celebrationvhomes.com/,info@celebrationvhomes.com,,https://www.instagram.com/celebrationvhomes/,,,,overture:47cff992-2fc2-403a-89b8-145b3782dab6,https://explore.overturemaps.org/#id=47cff992-2fc2-403a-89b8-145b3782dab6,A,HIGH,1
delta-github-run-31863169781-005.jsonl,28,ACCEPT,,Palm Terrace,Chandler,USA,palm terrace,celticpropertymanagement.com,18334365604,property_management,"555 E Ray Rd, Chandler, AZ",http://www.celticpropertymanagement.com,terrace@celticpropertymanagement.com,,,,,,overture:5463cff8-4580-4e0a-beef-0bff19dc5e2b,https://explore.overturemaps.org/#id=5463cff8-4580-4e0a-beef-0bff19dc5e2b,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,29,ACCEPT,,Central Florida Holiday Homes,Orlando,USA,central florida holiday homes,centralfloridaholidayhomes.com,14077459351,holiday_rental_home,"3333 Bartlett Blvd, Orlando, FL",http://www.centralfloridaholidayhomes.com/,denise@centralfloridaholidayhomes.com,,,,,,overture:0e2037e1-42c2-4128-bcbe-c399876bd39a,https://explore.overturemaps.org/#id=0e2037e1-42c2-4128-bcbe-c399876bd39a,A,HIGH,0
delta-github-run-31863169781-005.jsonl,30,ACCEPT,,Central Florida Property Management,Sebring,USA,central florida property management,centralfloridapm.com,18633851299,property_management,"1843 US Highway 27 N, Sebring, FL",http://Www.centralfloridapm.com/,heathercarterc21@gmail.com,,,,,,overture:b079bfbe-cc09-4bad-affe-99fec81e066d,https://explore.overturemaps.org/#id=b079bfbe-cc09-4bad-affe-99fec81e066d,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,31,ACCEPT,,Pineapple Property Management,Sarasota,USA,pineapple property management,centralparkpropertymgmt.com,19413510430,property_management,"1549 Ringling Blvd, Sarasota, FL",http://www.centralparkpropertymgmt.com/,keith@centralparkpropertymgmt.com,,,,,,overture:81754b63-d159-4c15-aa0b-c058777cbc5e,https://explore.overturemaps.org/#id=81754b63-d159-4c15-aa0b-c058777cbc5e,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,32,ACCEPT,,Sand Dollar Property Management,Altamonte Springs,USA,sand dollar property management,cflpropertymanager.com,14072467118,property_management,"801 W State Road 436, Altamonte Springs, FL",http://CFLpropertymanager.com/,admin2@cflpropertymanager.com,,,,,,overture:de1488dc-2455-4f23-a3f8-0555ce0e4f57,https://explore.overturemaps.org/#id=de1488dc-2455-4f23-a3f8-0555ce0e4f57,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,33,ACCEPT,,Chan-Kah Resort Village,Palenque,Mexico,chan kah resort village,chan-kah.com.mx,529163451134,resort,"Km. 3 Carretera a las ruinas Las Ruinas, Ruinas-Palenque 3, Palenque",http://www.chan-kah.com.mx/,reservaciones@chan-kah.com.mx,,,,,,overture:124ecdc4-1161-436b-9451-31946398405d,https://explore.overturemaps.org/#id=124ecdc4-1161-436b-9451-31946398405d,B,HIGH,0
delta-github-run-31863169781-005.jsonl,34,ACCEPT,,Characters Corner Vacation Home,Kissimmee,USA,characters corner vacation home,characterscorner.org,15853055990,holiday_rental_home,"2 Miles From Disney World! Emperor'S Orchid Ct, Kissimmee, FL",http://characterscorner.org/,characterscornerhome@gmail.com,,,,,,overture:b1ce0964-84f8-4b2f-ac4c-f7394c8c7b47,https://explore.overturemaps.org/#id=b1ce0964-84f8-4b2f-ac4c-f7394c8c7b47,A,HIGH,0
delta-github-run-31863169781-005.jsonl,35,ACCEPT,,Hotel Chichaki,Apazapan,Mexico,hotel chichaki,chichaki.com,522798217151,resort,"Carretera Jalcomulco-Apazapan Km 4.5, Apazapan",http://www.chichaki.com/,chichaki@gmail.com,,,,,,overture:4b8255da-34e2-406f-8161-3840e310c3a6,https://explore.overturemaps.org/#id=4b8255da-34e2-406f-8161-3840e310c3a6,B,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,36,ACCEPT,,Chico Property Management,Sunrise,USA,chico property management,chicopm.com,19542954220,property_management,"10791 NW 53rd St, Sunrise, FL",https://chicopm.com/,info@chicopm.com,,,,,,overture:b44113f9-1be4-43cb-ad62-dc4b5fdee475,https://explore.overturemaps.org/#id=b44113f9-1be4-43cb-ad62-dc4b5fdee475,A,MEDIUM,1
delta-github-run-31863169781-005.jsonl,37,ACCEPT,,Chillax Inn Vacation Homes,Kissimmee,USA,chillax inn vacation homes,chillaxinn.com,14023405117,holiday_rental_home,"Kissimmee, FL",http://chillaxinn.com/,michelle@chillaxinn.com,,,,,,overture:d86ba6b4-c1bf-4b30-a7b8-3a3b33ae98cf,https://explore.overturemaps.org/#id=d86ba6b4-c1bf-4b30-a7b8-3a3b33ae98cf,A,HIGH,0
delta-github-run-31863169781-005.jsonl,38,ACCEPT,,Gulf Coast Property Management,Sarasota,USA,gulf coast property management,choosegulfcoast.com,19412134800,property_management,"2075 Main St, Sarasota, FL",https://www.choosegulfcoast.com/sarasota-property-management/,info@choosegulfcoast.com,,https://www.instagram.com/choosegulfcoast/,,,,overture:3c6afd2e-0176-4b55-9d40-a4bc496cede0,https://explore.overturemaps.org/#id=3c6afd2e-0176-4b55-9d40-a4bc496cede0,A,HIGH,1
delta-github-run-31863169781-005.jsonl,39,ACCEPT,,Host Hollywood by Cielo Stays - Vacation Rental Manager,Hollywood,USA,host hollywood by cielo stays vacation rental manager,cielostays.com,17546008508,property_management,"1895 Tyler St APT 304, Hollywood, FL",https://hosthollywood.cielostays.com/,hosthollywood@cielostays.com,,,,,,overture:10e19ec5-3057-4d93-ada3-6ce542b86a31,https://explore.overturemaps.org/#id=10e19ec5-3057-4d93-ada3-6ce542b86a31,A,HIGH,1
delta-github-run-31863169781-005.jsonl,40,REJECT,"clear non-fit: vacation-rental software vendor, not lodging/operator",CiiRUS Vacation Rental Software,Orlando,USA,ciirus vacation rental software,ciirus.com,13212518020,event_photography_service,"7380 W Sand Lake Rd, Orlando, FL",http://www.ciirus.com/,info@ciirus.com,,,,,,overture:c6597ed3-80e2-4ba4-bd6a-e374bbdfc05d,https://explore.overturemaps.org/#id=c6597ed3-80e2-4ba4-bd6a-e374bbdfc05d,A,HIGH,0
delta-github-run-31863169781-005.jsonl,41,ACCEPT,,Citrus County Vacation Homes,Homosassa,USA,citrus county vacation homes,citruscountyvacationhomes.com,3524645521,lodging,"10359 W Halls River Rd, Homosassa, FL",http://citruscountyvacationhomes.com/,cleanmanagementllc@gmail.com,,,,,,overture:2aa38b36-e0d0-4058-ac64-f8fc708a65e4,https://explore.overturemaps.org/#id=2aa38b36-e0d0-4058-ac64-f8fc708a65e4,A,HIGH,0
delta-github-run-31863169781-005.jsonl,42,ACCEPT,,Citrus Property Management,Orlando,USA,citrus property management,citruspm.com,13214455119,property_management,"618 E South St, Orlando, FL",http://www.citruspm.com/,info@citruspm.com,,,,,,overture:9412e41b-6c51-4238-a3bd-36c36f885c64,https://explore.overturemaps.org/#id=9412e41b-6c51-4238-a3bd-36c36f885c64,A,MEDIUM,1
delta-github-run-31863169781-005.jsonl,43,ACCEPT,,Classic 1 Realty and Property Management,Orlando,USA,classic 1 realty and property management,classic1realty.com,14072811490,property_management,"2202 Curry Ford Rd, Orlando, FL",http://www.classic1realty.com/,carolyn@classic1realty.com,,,,,,overture:c5199570-2863-4ec8-8d73-645a2dafd94b,https://explore.overturemaps.org/#id=c5199570-2863-4ec8-8d73-645a2dafd94b,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,44,ACCEPT,,All HANDY HANDS GROUP AirBnb & Vacation Rental Cleaning,Aventura,USA,all handy hands group airbnb vacation rental cleaning,cleaningmiami365.com,13053311066,home_cleaning,"19230 E Country Club Dr, Aventura, FL",http://www.cleaningmiami365.com/,info@cleaningmiami365.com,,https://www.instagram.com/cleaning_miami_/,,,,overture:1e25d7cd-7e0e-4686-b80a-7a4c46fc414a,https://explore.overturemaps.org/#id=1e25d7cd-7e0e-4686-b80a-7a4c46fc414a,A,HIGH,1
delta-github-run-31863169781-005.jsonl,45,ACCEPT,,Clearwater Beach Rentals,Clearwater Beach,USA,clearwater beach rentals,clearwaterfloridabeachrentals.com,17274611123,holiday_rental_home,"15 Glendale St, Clearwater Beach, FL",http://clearwaterfloridabeachrentals.com/,rentwithallison@gmail.com,,,,,,overture:c6fc8f12-826f-42ff-95c0-8139b79e9bb1,https://explore.overturemaps.org/#id=c6fc8f12-826f-42ff-95c0-8139b79e9bb1,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,46,ACCEPT,,Sunset Palms Property Management,Clearwater,USA,sunset palms property management,clearwaterpropertyhub.com,17272847227,property_management,"3243 Springwood Dr, Clearwater, FL",http://www.clearwaterpropertyhub.com/,pm@clearwaterpropertyhub.com,,,,,,overture:a7f2b601-d9d9-4950-9c5e-f26bd0593d9d,https://explore.overturemaps.org/#id=a7f2b601-d9d9-4950-9c5e-f26bd0593d9d,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,47,ACCEPT,,FYVE Property Management,Margate,USA,fyve property management,cmemanagement.com,18445483983,property_management,"5100 W Copans Rd, Margate, FL",http://www.cmemanagement.com/,cmepropertymanagement@gmail.com,,,,,,overture:25bd1cb8-7c07-4d50-92ad-cec8e4d43ed3,https://explore.overturemaps.org/#id=25bd1cb8-7c07-4d50-92ad-cec8e4d43ed3,A,PERMISSIVE,1
delta-github-run-31863169781-005.jsonl,48,ACCEPT,,Coastal Joy Vacation Rentals,Fort Myers,USA,coastal joy vacation rentals,coastaljoyvacationrentals.com,12396667586,holiday_rental_home,"11074 Harbour Yacht Ct, Fort Myers, FL",https://www.CoastalJoyVacationRentals.com/,coastaljoyvacationrentals@gmail.com,,,,,,overture:57bbf5b2-5f96-4115-8664-72d53a79a09b,https://explore.overturemaps.org/#id=57bbf5b2-5f96-4115-8664-72d53a79a09b,A,HIGH,0
delta-github-run-31863169781-005.jsonl,49,ACCEPT,,Cocoa Beach Best Vacation Rentals,Cocoa Beach,USA,cocoa beach best vacation rentals,cocoabeachbest.com,13217201440,property_management,"41 S Atlantic Ave, Cocoa Beach, FL",http://www.cocoabeachbest.com/,cocoabeachbest@gmail.com,,https://www.instagram.com/cocoabeachbest/,,,,overture:a0319df2-afd1-4067-8444-b36f60535fce,https://explore.overturemaps.org/#id=a0319df2-afd1-4067-8444-b36f60535fce,A,HIGH,1
delta-github-run-31863169781-005.jsonl,50,ACCEPT,,Cocoa Beach Vacation Homes,Merritt Island,USA,cocoa beach vacation homes,cocoabeachvacationhome.com,16132180367,holiday_rental_home,"1285 Potomac Dr, Merritt Island, FL",https://cocoabeachvacationhome.com/,promomusic@gmail.com,,,,,,overture:3a4f2792-7ad4-490c-a890-ac2649cf0135,https://explore.overturemaps.org/#id=3a4f2792-7ad4-490c-a890-ac2649cf0135,A,PERMISSIVE,1
delta-github-run-31863169781-006.jsonl,1,ACCEPT,,Coconut Key Vacation Rentals,Cape Coral,USA,coconut key vacation rentals,coconutkeyswfl.com,12393659510,property_management,"705 SW 56th St, Cape Coral, FL",https://www.coconutkeyswfl.com/,info@coconutkeyswfl.com,,,,,,overture:bfa607b6-80b2-40ea-ac55-c5496d61ae4c,https://explore.overturemaps.org/#id=bfa607b6-80b2-40ea-ac55-c5496d61ae4c,A,HIGH,1
delta-github-run-31863169781-006.jsonl,2,ACCEPT,,The Villas on Anna Maria Island,Holmes Beach,USA,the villas on anna maria island,coconutsresort.com,19417782277,hotel,"7101 Gulf Dr, Holmes Beach, FL",http://www.Coconutsresort.com/,coconutmng@aol.com,,,,,,overture:9fcd5835-67a3-4965-93e9-ff07d5a862f4,https://explore.overturemaps.org/#id=9fcd5835-67a3-4965-93e9-ff07d5a862f4,B,PERMISSIVE,1
delta-github-run-31863169781-006.jsonl,3,ACCEPT,,Cocuna Hotel Boutique,La Huerta,Mexico,cocuna hotel boutique,cocunamx.com,524771145602,resort,"Jto a la Laguna y de los Cocodrilos, Ma Asuncion LT 6, La Huerta",http://COCUNAmx.com/,cocunamx@gmail.com,,https://www.instagram.com/cocunamx/,,,,overture:b75da97e-900e-470c-a25a-958996aa9f24,https://explore.overturemaps.org/#id=b75da97e-900e-470c-a25a-958996aa9f24,B,MEDIUM,0
delta-github-run-31863169781-006.jsonl,4,ACCEPT,,Collier Global Vacation Rentals,Bonita Springs,USA,collier global vacation rentals,colliervacationrentals.com,12396344678,holiday_rental_home,"4450 Bonita Beach Rd SW, Bonita Springs, FL",http://www.colliervacationrentals.com/,reservations@colliervacationrentals.com,,,,,,overture:d2de6089-867a-416a-b785-fb63d38fae41,https://explore.overturemaps.org/#id=d2de6089-867a-416a-b785-fb63d38fae41,A,HIGH,0
delta-github-run-31863169781-006.jsonl,5,ACCEPT,,Sunshine and Whiskey Beach House,Eastpoint,USA,sunshine and whiskey beach house,collinsvacationrentals.com,,holiday_rental_home,"1808 Suzie Ct E, Eastpoint, FL",https://www.collinsvacationrentals.com/rentals/sunshine-and-whiskey,chandy.buckingham@gmail.com,,,,,,overture:029b5cca-c8d3-4bae-b7fe-ccdcaff9e17e,https://explore.overturemaps.org/#id=029b5cca-c8d3-4bae-b7fe-ccdcaff9e17e,A,HIGH,0
delta-github-run-31863169781-006.jsonl,6,ACCEPT,,Colony Reef Club Vacation Rentals,St Augustine,USA,colony reef club vacation rentals,colonyreef.com,19044711611,hotel,"4670 A1a S, St Augustine, FL",http://www.colonyreef.com/,rentals@colonyreef.com,,https://www.instagram.com/colony_reef_club_rentals/,,,,overture:57d94731-6c13-4bd5-a2d3-dbb5e721e836,https://explore.overturemaps.org/#id=57d94731-6c13-4bd5-a2d3-dbb5e721e836,A,HIGH,0
delta-github-run-31863169781-006.jsonl,7,ACCEPT,,Compass Property Management,Venice,USA,compass property management,compasspm.net,19414446185,property_management,"246 Tampa Ave W, Venice, FL",http://compasspm.net/contact-us,info@compasspm.net,,,,,,overture:010635ad-8785-4d52-8d13-48af96ad9fe7,https://explore.overturemaps.org/#id=010635ad-8785-4d52-8d13-48af96ad9fe7,A,HIGH,1
delta-github-run-31863169781-006.jsonl,8,ACCEPT,,Villas las Glorias Hotel and Spa,Mazamitla,Mexico,villas las glorias hotel and spa,con.mx,523310646758,hotel,"Ignacio Allende 37, Mazamitla",http://carhome.con.mx/,villaslasglorias@gmail.com,,,,,,overture:9734e5b2-49ea-4578-92e8-e8ce917f3e14,https://explore.overturemaps.org/#id=9734e5b2-49ea-4578-92e8-e8ce917f3e14,B,PERMISSIVE,1
delta-github-run-31863169781-006.jsonl,9,ACCEPT,,Hibiscus Oceanfront Resort,St Augustine,USA,hibiscus oceanfront resort,condorental.com,14105240295,resort,"125 Ocean Hibiscus Dr, St Augustine, FL",http://www.condorental.com,vacation@condorental.com,,,,,,overture:707433cf-db08-4f70-bbf5-425e0338ff01,https://explore.overturemaps.org/#id=707433cf-db08-4f70-bbf5-425e0338ff01,B,HIGH,0
delta-github-run-31863169781-006.jsonl,10,ACCEPT,,Coral Cove Boutique Beachfront Villas,Delray Beach,USA,coral cove boutique beachfront villas,coralcovedelray.com,15103255247,lodging,"88 S Ocean Blvd, Delray Beach, FL",http://www.coralcovedelray.com/,lizstevick@gmail.com,,,,,,overture:9a667aaf-b41f-4397-84a2-532c3f3c0f45,https://explore.overturemaps.org/#id=9a667aaf-b41f-4397-84a2-532c3f3c0f45,A,MEDIUM,0
delta-github-run-31863169781-006.jsonl,11,ACCEPT,,Coral Pacifico Hotel y Villas,Manzanillo,Mexico,coral pacifico hotel y villas,coralpacifico.com,523143331747,hotel,"Avenida General Lázaro Cárdenas 207, Manzanillo",http://www.coralpacifico.com/,reservaciones@coralpacifico.com,,,,,,overture:bcb096ca-d7a2-43f6-943c-38a4f1500235,https://explore.overturemaps.org/#id=bcb096ca-d7a2-43f6-943c-38a4f1500235,B,HIGH,0
delta-github-run-31863169781-006.jsonl,12,ACCEPT,,"Modern Paradise in Cape Coral, FL -vacation rental",Cape Coral,USA,modern paradise in cape coral fl vacation rental,coralvilla-florida.com,15635646429,lodging,"2532 SW 17th Pl, Cape Coral, FL",https://www.coralvilla-florida.com/en/accommodation/cape-coral/villa-modern-paradise.html?adults=1,info@coralvilla-florida.com,,,,,,overture:a008afde-1240-4371-b8a5-9a39b85cfab1,https://explore.overturemaps.org/#id=a008afde-1240-4371-b8a5-9a39b85cfab1,A,HIGH,0
delta-github-run-31863169781-006.jsonl,13,ACCEPT,,Costa Props Property Management,Dania Beach,USA,costa props property management,costaprops.com,17862521007,property_management,"450 SE 7th St, Dania Beach, FL",http://www.costaprops.com/,management@costaprops.com,,,,,,overture:9c571f3d-02d3-4da1-b209-6c1ca22ed674,https://explore.overturemaps.org/#id=9c571f3d-02d3-4da1-b209-6c1ca22ed674,A,PERMISSIVE,1
delta-github-run-31863169781-006.jsonl,14,ACCEPT,,Covenant Vacation Rentals,Pompano Beach,USA,covenant vacation rentals,covenantvacationrentals.com,19545620835,lodging,"49 N Federal Hwy, Pompano Beach, FL",http://www.covenantvacationrentals.com/,cpgvacationrentals@gmail.com,,,,,,overture:2c206d2c-6c08-482c-b76c-0e3ddddbcacd,https://explore.overturemaps.org/#id=2c206d2c-6c08-482c-b76c-0e3ddddbcacd,A,HIGH,0
delta-github-run-31863169781-006.jsonl,15,ACCEPT,,Camelot Property Management & Real Estate Services,Pompano Beach,USA,camelot property management real estate services,cpmres.com,19545864880,property_management,"700 E Atlantic Blvd, Pompano Beach, FL",http://www.cpmres.com/,g.pache@cpmres.com,,,,,,overture:e2c09613-f146-4a25-97a9-8c5e519f46b2,https://explore.overturemaps.org/#id=e2c09613-f146-4a25-97a9-8c5e519f46b2,A,PERMISSIVE,1
delta-github-run-31863169781-006.jsonl,16,ACCEPT,,Crane's Beach House,Delray Beach,USA,crane s beach house,cranesbeachhouse.com,18663727263,resort,"82 Gleason St, Delray Beach, FL",http://cranesbeachhouse.com/,info@cranesbeachhouse.com,,https://www.instagram.com/_cranesbeachhouse/,,,,overture:75aa0bb4-0f55-4c62-97a0-b7f163e8d5b5,https://explore.overturemaps.org/#id=75aa0bb4-0f55-4c62-97a0-b7f163e8d5b5,A,HIGH,0
delta-github-run-31863169781-006.jsonl,17,ACCEPT,,Crescent Arms Vacation Rentals,Sarasota,USA,crescent arms vacation rentals,crescentarmsrentals.com,19413494171,holiday_rental_home,"6308 Midnight Pass Rd, Sarasota, FL",https://www.crescentarmsrentals.com/vacation/rental/detailpage.aspx?propertyid=28&WebCode=all,info@crescentarmsrentals.com,,,,,,overture:fbb427ef-412b-429a-bc9c-1784c58dddff,https://explore.overturemaps.org/#id=fbb427ef-412b-429a-bc9c-1784c58dddff,A,HIGH,0
delta-github-run-31863169781-006.jsonl,18,ACCEPT,,C R Property Management,Miami,USA,c r property management,crmanagementinc.com,13052251897,property_management,"14850 SW 26th St, Miami, FL",http://www.crmanagementinc.com/,contact@crmanagementinc.com,,,,,,overture:9aee9d1b-6cc8-4466-b707-0aefc3122e17,https://explore.overturemaps.org/#id=9aee9d1b-6cc8-4466-b707-0aefc3122e17,A,PERMISSIVE,1
delta-github-run-31863169781-006.jsonl,19,ACCEPT,,Crossroads Realty & Property Management,Ocala,USA,crossroads realty property management,crossroadsrealtyflorida.com,13523692002,property_management,"3143 NE 14th St, Ocala, FL",https://www.crossroadsrealtyflorida.com,crossroadsrealtypm@gmail.com,,,,,,overture:c26f35dd-37c7-4c15-af62-33801d372bdb,https://explore.overturemaps.org/#id=c26f35dd-37c7-4c15-af62-33801d372bdb,A,MEDIUM,1
delta-github-run-31863169781-006.jsonl,20,ACCEPT,,Breezy Stays Luxury Residences,Miami,USA,breezy stays luxury residences,customstays.miami,17273794474,hotel,"230 NE 4th St, Miami, FL",http://customstays.miami/,guestservices@customstays.miami,,https://www.instagram.com/customstays/,,,,overture:8c4ac6a0-e95f-46fe-8900-4d98e6715a75,https://explore.overturemaps.org/#id=8c4ac6a0-e95f-46fe-8900-4d98e6715a75,B,MEDIUM,0
